客户,日期,机柜ID,时段,小时数,电量(kWh),单价(元/kWh),电费(元),峰谷标识
客户B,2026-05-24,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-24,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-24,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-24,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-24,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-24,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-24,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-24,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-24,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-24,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-24,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-24,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-24,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-24,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-24,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-24,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-24,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-25,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-25,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-25,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-25,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-25,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-25,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-25,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-25,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-25,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-25,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-25,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-25,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-25,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-25,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-25,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-25,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-25,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-25,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-25,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-25,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-25,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-25,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-25,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-25,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-25,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-25,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-25,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-25,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-25,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-25,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-25,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-25,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-25,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-25,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-25,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-25,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-25,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-25,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-25,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-25,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-26,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-26,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-26,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-26,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-26,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-26,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-26,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-26,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-26,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-26,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-26,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-26,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-26,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-26,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-26,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-26,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-26,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-26,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-26,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-26,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-26,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-26,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-26,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-26,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-26,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-26,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-26,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-26,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-26,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-26,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-26,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-26,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-26,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-26,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-26,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-26,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-26,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-26,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-26,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-26,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-27,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-27,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-27,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-27,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-27,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-27,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-27,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-27,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-27,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-27,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-27,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-27,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-27,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-27,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-27,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-27,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-27,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-27,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-27,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-27,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-27,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-27,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-27,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-27,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-27,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-27,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-27,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-27,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-27,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-27,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-27,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-27,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-27,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-27,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-27,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-27,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-27,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-27,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-27,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-27,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-28,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-28,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-28,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-28,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-28,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-28,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-28,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-28,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-28,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-28,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-28,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-28,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-28,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-28,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-28,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-28,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-28,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-28,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-28,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-28,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-28,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-28,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-28,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-28,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-28,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-28,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-28,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-28,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-28,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-28,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-28,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-28,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-28,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-28,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-28,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-28,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-28,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-28,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-28,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-28,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-29,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-29,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-29,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-29,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-29,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-29,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-29,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-29,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-29,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-29,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-29,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-29,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-29,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-29,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-29,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-29,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-29,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-29,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-29,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-29,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-29,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-29,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-29,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-29,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-29,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-29,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-29,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-29,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-29,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-29,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-29,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-29,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-29,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-29,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-29,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-29,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-29,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-29,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-29,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-29,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-30,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-30,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-30,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-30,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-30,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-30,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-30,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-30,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-30,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-30,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-30,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-30,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-30,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-30,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-30,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-30,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-30,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-30,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-30,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-30,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-30,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-30,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-30,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-30,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-30,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-30,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-30,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-30,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-30,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-30,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-30,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-30,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-30,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-30,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-30,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-30,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-30,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-30,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-30,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-30,R004,谷段,6,6.21,0.4,2.48,谷时
客户A,2026-05-31,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-31,R001,尖峰,2,2.76,1.5,4.14,峰时
客户A,2026-05-31,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-31,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-31,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-31,R001,高峰,2,2.76,1.2,3.31,峰时
客户A,2026-05-31,R001,平段,2,2.76,0.8,2.21,谷时
客户A,2026-05-31,R001,平段,3,4.14,0.8,3.31,谷时
客户A,2026-05-31,R001,平段,1,1.38,0.8,1.1,谷时
客户A,2026-05-31,R001,谷段,6,8.28,0.4,3.31,谷时
客户A,2026-05-31,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-31,R002,尖峰,2,2.3,1.5,3.45,峰时
客户A,2026-05-31,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-31,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-31,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-31,R002,高峰,2,2.3,1.2,2.76,峰时
客户A,2026-05-31,R002,平段,2,2.3,0.8,1.84,谷时
客户A,2026-05-31,R002,平段,3,3.45,0.8,2.76,谷时
客户A,2026-05-31,R002,平段,1,1.15,0.8,0.92,谷时
客户A,2026-05-31,R002,谷段,6,6.9,0.4,2.76,谷时
客户B,2026-05-31,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-31,R003,尖峰,2,3.45,1.5,5.17,峰时
客户B,2026-05-31,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-31,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-31,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-31,R003,高峰,2,3.45,1.2,4.14,峰时
客户B,2026-05-31,R003,平段,2,3.45,0.8,2.76,谷时
客户B,2026-05-31,R003,平段,3,5.175,0.8,4.14,谷时
客户B,2026-05-31,R003,平段,1,1.725,0.8,1.38,谷时
客户B,2026-05-31,R003,谷段,6,10.35,0.4,4.14,谷时
客户C,2026-05-31,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-31,R004,尖峰,2,2.07,1.5,3.1,峰时
客户C,2026-05-31,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-31,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-31,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-31,R004,高峰,2,2.07,1.2,2.48,峰时
客户C,2026-05-31,R004,平段,2,2.07,0.8,1.66,谷时
客户C,2026-05-31,R004,平段,3,3.105,0.8,2.48,谷时
客户C,2026-05-31,R004,平段,1,1.035,0.8,0.83,谷时
客户C,2026-05-31,R004,谷段,6,6.21,0.4,2.48,谷时
